,name,album,release_date,release_year,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
13,Wonderland (Taylor's Version),1989 (Taylor's Version) [Deluxe],10/27/2023,2023,14,0.00976,0.464,0.705,2.61E-05,0.209,-5.97,0.0434,183.892,0.385,64,245566
350,Wonderland,reputation Stadium Tour Surprise Song Playlist,11/9/2017,2017,42,0.0493,0.422,0.692,2.57E-05,0.177,-5.447,0.0549,184.014,0.197,34,245560
368,Wonderland,1989 (Deluxe Edition),10/27/2014,2014,14,0.0493,0.422,0.692,2.57E-05,0.177,-5.447,0.0549,184.014,0.197,56,245560
155,White Horse (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,2021,5,0.369,0.423,0.517,0,0.177,-7.377,0.0486,185.262,0.366,71,234515
125,All Too Well (Taylor's Version),Red (Taylor's Version),11/12/2021,2021,5,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,74,329160
529,Teardrops on My Guitar - Pop Version,Taylor Swift,10/24/2006,2006,15,0.0402,0.459,0.753,0,0.0863,-3.827,0.0537,199.997,0.483,54,179066
476,Untouchable,Fearless Platinum Edition,11/11/2008,2008,2,0.0583,0.419,0.454,3.78E-06,0.0974,-6.809,0.0335,200.017,0.288,41,311040
165,Untouchable (Taylor’s Version),Fearless (Taylor's Version),4/9/2021,2021,15,0.0181,0.393,0.531,0,0.169,-6.112,0.0329,200.391,0.224,66,312107
514,Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,2008,8,0.156,0.243,0.712,0,0.111,-4.307,0.0577,202.319,0.273,31,258487
56,Long Live (Taylor's Version),Speak Now (Taylor's Version),7/7/2023,2023,14,0.0122,0.375,0.65,0,0.189,-4.031,0.0402,203.89,0.0752,78,317960
454,Long Live,Speak Now (Deluxe Edition),10/25/2010,2010,14,0.036,0.418,0.68,7.59E-05,0.114,-4.3,0.0347,204.12,0.142,46,317453
474,Long Live,Speak Now,10/25/2010,2010,14,0.036,0.418,0.68,7.59E-05,0.108,-4.3,0.0346,204.125,0.142,50,317946
511,Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,2008,5,0.664,0.344,0.801,0,0.106,-5.373,0.0574,204.489,0.615,33,196346
287,Soon You’ll Get Better (feat. The Chicks),Lover,8/23/2019,2019,12,0.907,0.433,0.182,0,0.123,-12.566,0.0641,207.476,0.421,69,201586
140,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),11/12/2021,2021,20,0.663,0.445,0.131,1.57E-06,0.108,-13.778,0.0564,208.918,0.101,64,321640
